Provider CCN,Hospital Name,Fiscal Year Begin Date,Fiscal Year End Date,Number of Beds
521324,ASPIRUS MEDFORD HOSPITAL AND CLINICS,2023-07-01,2024-06-30,25
10019,HELEN KELLER HOSPITAL,2022-10-01,2023-09-30,178
100179,HCA FL MEMORIAL HOSP. JACKSONVILLE,2023-01-01,2023-12-31,362
140034,SSM HEALTH ST. MARYS HOSPITAL,2023-01-01,2023-12-31,92
140046,SSM HEALTH GOOD SAMARITAN HOSPITAL,2023-01-01,2023-12-31,111
251326,JEFFERSON DAVIS GENERAL HOSPITAL,2022-10-01,2023-09-30,25
281330,WARREN MEMORIAL HOSPITAL,2022-10-01,2023-09-30,15
361327,CHWC-MONTPELIER,2022-10-01,2023-09-30,25
364058,SUN BEHAVIORAL COLUMBUS,2023-01-01,2023-12-31,126
364066,ASSURANCE HEALTH TOLEDO,2023-01-01,2023-12-31,23
451323,ADVENTHEALTH ROLLINS BROOK,2022-10-01,2023-09-30,25
174025,ANEW HEALTH,2023-01-01,2023-12-31,20
181320,LIVINGSTON HOSPITAL,2023-01-01,2023-12-31,25
452035,MESA HILLS SPECIALTY HOSPITAL,2023-04-01,2024-04-29,32
50350,BEVERLY HOSPITAL,2023-01-01,2023-09-06,202
151320,IU HEALTH JAY HOSPITAL,2023-01-01,2023-12-31,21
153047,REHABILITATION HOSPITAL OF NORTHERN,2023-05-01,2024-04-30,40
190204,OCHSNER MEDICAL CENTER -NORTHSHORE,2023-04-01,2023-06-30,150
261329,COX-MONETT HOSPITAL,2022-10-01,2023-09-30,25
491991,LYNN HOUSE OF POTOMAC VALLEY  INC.,2023-01-01,2023-12-31,4
531307,COMMUNITY HOSPITAL,2023-01-01,2023-12-31,25
73300,CONNECTICUT CHILDRENS MEDICAL CENTER,2022-10-01,2023-09-30,187
100053,HIALEAH HOSPITAL,2023-05-01,2024-04-30,340
100167,HCA FLORIDA MERCY HOSPITAL,2023-09-01,2024-08-31,290
151316,IU HEALTH FRANKFORT HOSPITAL,2023-01-01,2023-12-31,12
251306,PERRY COUNTY GENERAL HOSPITAL,2022-10-01,2023-09-30,22
360010,UNION HOSPITAL ASSOCIATION,2023-01-01,2023-12-31,77
360068,THE TOLEDO HOSPITAL,2023-01-01,2023-12-31,730
360082,EUCLID HOSPITAL,2023-01-01,2023-12-31,90
360087,LUTHERAN HOSPITAL,2023-01-01,2023-12-31,110
360180,CLEVELAND CLINIC HOSPITAL,2023-01-01,2023-12-31,1288
360230,HILLCREST HOSPITAL,2023-01-01,2023-12-31,483
440015,UNIVERSITY OF TENNESSEE MEDICAL CENT,2023-01-01,2023-12-31,698
50549,LOS ROBLES HOSPITAL AND MEDICAL CTN.,2023-01-01,2023-12-31,306
104063,THE WILLOUGH AT NAPLES,2023-01-01,2023-12-31,87
192009,PAM SPECIALTY HOSPITAL OF NEW ORLEAN,2023-09-01,2024-02-29,16
192037,HOUMA - AMG SPECIALTY HOSPITAL,2023-06-01,2024-05-31,40
260104,SSM HEALTH DEPAUL HOSPITAL,2023-01-01,2023-12-31,446
301306,CONCORD HOSPITAL - FRANKLIN,2022-10-01,2023-09-30,25
310034,RIVERVIEW MEDICAL CENTER,2023-01-01,2023-12-31,267
450018,THE UNIVERSITY OF TEXAS MEDICAL BR.,2023-09-01,2024-08-31,837
450292,TEXAS HEALTH KAUFMAN,2023-01-01,2023-12-31,42
450639,TEXAS HEALTH H-E-B,2022-10-01,2023-09-30,195
471300,GRACE COTTAGE HOSPITAL,2022-10-01,2023-09-30,19
522005,LAKEVIEW SPECIALTY HOSPT & REHAB,2023-01-01,2023-12-31,35
70040,HEBREW HOME & HOSPITAL,2022-10-01,2023-09-30,
110010,EMORY UNIVERSITY HOSPITAL,2023-09-01,2024-08-31,666
361303,LODI COMMUNITY HOSPITAL,2023-01-01,2023-12-31,20
440156,PARKRIDGE MEDICAL CENTER,2023-04-01,2024-03-31,400
450518,THE MEDICAL CTR OF SOUTHEAST TEXAS,2022-12-01,2023-11-30,196
451329,RANKIN COUNTY HOSPITAL DISTRICT,2022-10-01,2023-09-30,15
512003,CORNERSTONE SPECIALTY HUNTINGTON,2022-11-01,2023-08-31,32
34038,PHOENIX MEDICAL PSYCHIATRIC HOSPITAL,2023-01-01,2023-12-31,96
141311,FAIRFIELD MEMORIAL HOSPITAL,2023-07-01,2024-06-30,25
234035,WALTER REUTHER PSYCHIATRIC HOSPITAL,2022-10-01,2023-09-30,180
300003,MARY HITCHCOCK MEMORIAL HOSP,2023-07-01,2024-06-30,476
84003,MEADOW WOOD HOSPITAL,2023-01-01,2023-12-31,130
171385,COFFEY COUNTY HOSPITAL,2023-01-01,2023-12-31,25
294015,RENO BEHAVIORAL HEALTHCARE HOSPITAL,2023-01-01,2023-12-31,103
504013,RAINIER SPRINGS,2023-01-01,2023-12-31,72
504015,SOUTH SOUND BEHAVIORAL HOSPITAL,2023-01-01,2023-12-31,108
450419,TX HLTH HARRIS METHODIST AZLE,2022-10-01,2023-09-30,31
33044,DIGNITY HEALTH EAST VALLEY REHABILIT,2023-01-06,2023-12-31,40
184002,WESTERN STATE HOSPITAL,2023-07-01,2024-06-30,163
360027,AKRON GENERAL MEDICAL CENTER,2023-01-01,2023-12-31,401
360077,FAIRVIEW HOSPITAL,2023-01-01,2023-12-31,466
364063,GEORGETOWN BEHAVIORAL HOSPITAL,2023-07-01,2024-07-31,24
34032,COPPER SPRINGS,2023-01-01,2023-12-31,144
104026,FT. LAUDERDALE HOSPITAL,2023-01-01,2023-12-31,182
150021,PARKVIEW HOSPITAL,2023-01-01,2023-12-31,784
232019,VIBRA HOSPITAL SOUTHEASTERN MICHIGAN,2023-06-01,2024-05-31,68
360143,MARYMOUNT HOSPITAL,2023-01-01,2023-12-31,188
360156,MEMORIAL HOSPITAL,2023-01-01,2023-12-31,31
382004,VIBRA SPECIALTY HOSP PORTLAND,2023-02-01,2024-01-31,73
504012,SMOKEY POINT BEHAVIORAL HOSPITAL,2023-01-01,2023-12-31,112
54153,OCEAN VIEW PSYCHIATRIC FACILITY,2023-01-01,2023-12-31,39
54158,ALISO RIDGE BEHAVIORAL HEALTH,2023-01-01,2023-12-31,119
151326,UNION HOSPITAL CLINTON,2023-01-01,2023-12-31,25
240001,NORTH MEMORIAL HEALTH HOSPITAL,2023-01-01,2023-12-31,328
260011,SSM HEALTH-ST. MARYS-JEFFERSON CITY,2023-01-01,2023-12-31,140
360348,DUBLIN METHODIST HOSPITAL,2023-07-01,2024-06-30,110
400004,ASOCIACION HOSPITAL DEL MAESTRO,2023-07-01,2024-06-30,125
72004,HOSPITAL FOR SPECIAL CARE,2023-04-01,2024-03-31,231
100044,MARTIN MEDICAL CENTER,2023-01-01,2023-12-31,521
230069,TRINITY HEALTH LIVINGSTON,2023-07-01,2024-06-30,42
231314,MCKENZIE HEALTH SYSTEM,2022-10-01,2023-09-30,25
260005,SSM HEALTH ST. JOSEPH HOSPITAL - SC,2023-01-01,2023-12-31,384
262016,LANDMARK HOSPITAL OF JOPLIN  LLC,2023-01-01,2023-12-31,30
281319,JEFFERSON COMMUNITY HEALTH CENTER,2022-10-01,2023-09-30,17
340129,LAKE NORMAN REGIONAL MEDICAL CENTER,2022-10-01,2023-09-30,123
450840,TEXAS HEALTH HOSPITAL ALLEN,2023-01-01,2023-12-31,59
33046,CLEARSKY REHAB HOSPITAL OF AVONDALE,2023-08-04,2024-03-31,30
140125,GATEWAY REGIONAL,2023-01-01,2023-02-28,288
163027,UNIVERSITY OF IOWA HEALTH NETWORK RE,2022-10-01,2023-09-30,40
171306,WICHITA COUNTY HEALTH CENTER,2023-01-01,2023-12-31,25
240038,UNITED HOSPITAL,2023-01-01,2023-12-31,402
240069,OWATONNA HOSPITAL,2023-01-01,2023-12-31,29
240071,ALLINA HEALTH FARIBAULT MEDICAL CTR,2023-01-01,2023-12-31,32
240104,ST. FRANCIS REGIONAL MEDICAL CENTER,2023-01-01,2023-12-31,89
261306,SULLIVAN COUNTY MEMORIAL HOSPITAL,2022-11-01,2023-10-31,17
191318,TRINITY MEDICAL,2022-10-01,2023-09-30,23
240057,ABBOTT NORTHWESTERN HOSPITAL,2023-01-01,2023-12-31,609
240115,MERCY HOSPITAL,2023-01-01,2023-12-31,464
240214,MAPLE GROVE HOSPITAL,2023-01-01,2023-12-31,148
260001,MERCY HOSPITAL JOPLIN,2023-07-01,2024-06-30,242
260091,SSM HEALTH ST. MARYS HOSPITAL - STL,2023-01-01,2023-12-31,496
301300,UPPER CONNECTICUT VALLEY HOSPITAL,2022-10-01,2023-09-30,16
310052,HMH -OCEAN UNIVERSITY MEDICAL CENTER,2023-01-01,2023-12-31,313
384012,UBH OF OREGON LLD D/BA CEDAR HILLS,2023-01-01,2023-12-31,98
450462,TEXAS HEALTH DALLAS,2023-01-01,2023-12-31,576
451387,UVALDE MEMORIAL HOSPITAL,2023-07-01,2024-06-30,21
110027,ST. MARYS SACRED HEART HOSPITAL,2023-07-01,2024-06-30,56
110125,FAIRVIEW PARK HOSPITAL,2023-05-01,2024-04-30,123
110229,PIEDMONT NEWNAN HOSPITAL INC.,2023-07-01,2024-06-30,213
134002,INTERMOUNTAIN,2022-10-01,2023-09-30,150
171382,ATCHISON HOSPITAL ASSOCIATION,2023-01-01,2023-12-31,25
234011,KINGSWOOD HOSPITAL,2023-01-01,2023-12-31,221
280127,LINCOLN SURGICAL HOSPITAL,2023-01-01,2023-12-31,20
281365,JENNIE M. MELHAM MEMORIAL MED CENTER,2022-10-01,2023-09-30,23
340091,THE MOSES H. CONE MEMORIAL HOSPITAL,2022-10-01,2023-09-30,760
340183,PRESBYTERIAN HOSPITAL HUNTERSVILLE,2023-01-01,2023-12-31,135
340184,HAYWOOD REGIONAL MEDICAL CENTER,2023-08-01,2024-07-31,121
370202,HILLCREST HOSPITAL SOUTH,2023-01-01,2023-12-31,180
390307,EDGEWOOD SURGICAL HOSPITAL,2023-01-01,2023-12-31,10
440001,UNICOI COUNTY HOSPITAL,2023-01-01,2023-12-31,8
440012,BRISTOL REGIONAL MEDICAL CENTER,2023-07-01,2024-06-30,244
